completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,price_level
,1150,Jalil,Condominium,2,1,1,750,Partially Furnished,Kuala Lumpur,14,5,cheap
,1300,South,Apartment,2,1,2,600,Not Furnished,Kuala Lumpur,5,,Expensive
,850,Lama,Apartment,2,,2,600,Not Furnished,Kuala Lumpur,1,1,cheap
,1700,Bangsar,Apartment,3,1,2,700,Not Furnished,Kuala Lumpur,6,,cheap
2005,1400,Maju,Condominium,3,1,2,1150,Partially Furnished,Kuala Lumpur,7,,cheap
2022,2200,Setapak,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,14,5,Expensive
2022,2100,Setapak,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,14,5,Expensive
,1300,Cheras,Apartment,3,2,2,1000,Partially Furnished,Kuala Lumpur,5,3,cheap
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,11,3,Expensive
,1250,Ampang,Condominium,3,,2,950,Partially Furnished,Kuala Lumpur,,,cheap
2017,1800,Road,Service Residence,3,1,2,953,Partially Furnished,Kuala Lumpur,9,3,Expensive
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,9,3,Expensive
2021,1300,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,11,,cheap
2017,2500,Setapak,Condominium,3,2,3,1433,Partially Furnished,Kuala Lumpur,14,5,Expensive
,2000,Ampang,Service Residence,2,,2,950,Fully Furnished,Kuala Lumpur,8,,Expensive
,2400,Pandan,Service Residence,2,,2,1410,Partially Furnished,Kuala Lumpur,4,,Expensive
,2600,Road,Service Residence,2,1,3,1108,Fully Furnished,Kuala Lumpur,9,4,Expensive
,1200,Setapak,Condominium,3,1,2,1300,Partially Furnished,Kuala Lumpur,6,1,cheap
,1400,South,Apartment,3,,2,750,Not Furnished,Kuala Lumpur,6,,cheap
,1800,Jalil,Condominium,3,,2,825,Fully Furnished,Kuala Lumpur,7,4,Expensive
,3200,Brickfields,Condominium,3,1,2,1500,Fully Furnished,Kuala Lumpur,9,4,Expensive
2021,600,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,8,4,cheap
,1250,Cheras,Condominium,2,1,2,1100,Fully Furnished,Kuala Lumpur,8,4,Expensive
,1300,City,Apartment,3,1,2,805,Partially Furnished,Kuala Lumpur,10,3,cheap
2009,1500,Setapak,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,12,,cheap
,1200,Jalil,Apartment,3,,2,800,Partially Furnished,Kuala Lumpur,4,3,cheap
2015,3000,Jalil,Condominium,3,2,2,1170,Fully Furnished,Kuala Lumpur,11,3,Expensive
,1200,Setapak,Apartment,3,,2,900,Not Furnished,Kuala Lumpur,,,cheap
2005,1400,Cheras,Condominium,3,1,2,950,Fully Furnished,Kuala Lumpur,14,3,cheap
,1500,Setiawangsa,Apartment,3,1,1,878,Partially Furnished,Kuala Lumpur,2,,cheap
,1399,Pandan,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,5,2,cheap
2016,1450,Setapak,Service Residence,3,1,2,923,Partially Furnished,Kuala Lumpur,6,2,cheap
,2500,Titiwangsa,Condominium,3,1,2,1600,Partially Furnished,Kuala Lumpur,7,2,Expensive
,900,Cheras,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,3,1,cheap
,1800,Setapak,Apartment,3,1,2,880,Partially Furnished,Kuala Lumpur,5,2,Expensive
2017,1999,South,Service Residence,2,1,1,648,Partially Furnished,Kuala Lumpur,7,3,Expensive
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,Expensive
2005,1700,Maju,Condominium,3,1,2,1150,Partially Furnished,Kuala Lumpur,8,3,cheap
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,Expensive
,1600,ParkCity,Condominium,3,1,2,862,Partially Furnished,Kuala Lumpur,7,3,cheap
,2300,Segambut,Service Residence,2,2,2,1000,Partially Furnished,Kuala Lumpur,11,3,Expensive
2021,1500,Cheras,Service Residence,2,1,2,650,Fully Furnished,Kuala Lumpur,8,4,Expensive
2017,1400,Sentul,Service Residence,3,2,2,1009,Partially Furnished,Kuala Lumpur,8,1,cheap
2019,1800,Setapak,Apartment,3,1,2,930,Partially Furnished,Kuala Lumpur,6,1,Expensive
2012,1650,Hartamas,Service Residence,1,1,1,500,Fully Furnished,Kuala Lumpur,,,Expensive
2016,1180,Setapak,Service Residence,2,1,2,558,Partially Furnished,Kuala Lumpur,6,2,cheap
,1200,Road,Condominium,2,1,2,840,Fully Furnished,Kuala Lumpur,7,,Expensive
2007,2550,Kiara,Condominium,3,1,2,1050,Fully Furnished,Kuala Lumpur,4,,Expensive
,2600,Dutamas,Condominium,2,1,3,1474,Fully Furnished,Kuala Lumpur,,5,Expensive
,750,Jinjang,Apartment,3,1,2,904,Not Furnished,Kuala Lumpur,,,cheap
,3000,Kiara,Service Residence,2,2,2,886,Fully Furnished,Kuala Lumpur,,3,Expensive
,1400,Maju,Condominium,3,1,2,1140,Not Furnished,Kuala Lumpur,6,,cheap
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,Expensive
,1650,Setapak,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,,,cheap
2012,2000,Ismail,Service Residence,1,1,1,800,Fully Furnished,Kuala Lumpur,9,4,Expensive
2017,2600,Ipoh,Condominium,3,2,2,1359,Fully Furnished,Kuala Lumpur,,,Expensive
2021,1300,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,8,1,Expensive
2021,1700,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,14,4,cheap
2017,2450,Road,Service Residence,2,1,2,780,Fully Furnished,Kuala Lumpur,6,3,Expensive
,1400,Cheras,Condominium,3,,2,1152,Partially Furnished,Kuala Lumpur,10,3,cheap
,1300,Sentul,Condominium,3,1,2,870,Not Furnished,Kuala Lumpur,3,,cheap
,1700,Setapak,Condominium,3,2,2,950,Fully Furnished,Kuala Lumpur,12,5,cheap
,1200,OUG,Service Residence,3,1,2,950,Not Furnished,Kuala Lumpur,7,,cheap
2018,1600,Sentul,Service Residence,1,1,1,609,Partially Furnished,Kuala Lumpur,5,4,Expensive
2022,3300,Kiara,Service Residence,2,1,2,958,Partially Furnished,Kuala Lumpur,4,,Expensive
,1502,Cheras,Condominium,3,1,2,852,Partially Furnished,Kuala Lumpur,10,3,cheap
,1501,Cheras,Condominium,3,1,2,851,Partially Furnished,Kuala Lumpur,10,3,cheap
2016,1500,Besi,Service Residence,3,2,2,1130,Partially Furnished,Kuala Lumpur,10,2,cheap
2021,1500,Lama,Condominium,3,1,3,850,Partially Furnished,Kuala Lumpur,7,3,cheap
,2300,Setapak,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,6,2,Expensive
2018,1550,Ampang,Service Residence,1,1,1,679,Fully Furnished,Kuala Lumpur,14,3,Expensive
2016,1500,Besi,Service Residence,2,2,2,872,Partially Furnished,Kuala Lumpur,10,2,Expensive
2015,1500,Besi,Apartment,2,2,2,872,Partially Furnished,Kuala Lumpur,10,3,Expensive
,2900,Besi,Service Residence,2,2,2,1317,Fully Furnished,Kuala Lumpur,9,3,Expensive
2021,1300,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,1,cheap
,1300,Road,Service Residence,1,1,2,775,Partially Furnished,Kuala Lumpur,9,1,Expensive
,1400,Desa,Service Residence,3,1,2,715,Partially Furnished,Kuala Lumpur,9,2,cheap
2016,1850,Setapak,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,6,4,Expensive
2021,1550,Kepong,Service Residence,3,1,2,916,Partially Furnished,Kuala Lumpur,11,3,cheap
2021,1400,Cheras,Service Residence,2,1,2,670,Partially Furnished,Kuala Lumpur,10,2,Expensive
,1600,Setapak,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,,,cheap
2021,1600,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,10,3,cheap
2015,1900,Sentul,Condominium,3,2,2,1300,Fully Furnished,Kuala Lumpur,,2,Expensive
,2300,ParkCity,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,2,2,Expensive
,1000,Kepong,Apartment,2,1,2,850,Partially Furnished,Kuala Lumpur,5,2,cheap
,900,Kepong,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,8,2,cheap
,1300,Cheras,Condominium,1,2,1,526,Partially Furnished,Kuala Lumpur,7,3,Expensive
,1300,Kepong,Apartment,3,,2,958,Fully Furnished,Kuala Lumpur,5,4,cheap
2020,1900,Sentul,Apartment,2,1,2,743,Fully Furnished,Kuala Lumpur,8,3,Expensive
,2500,Setapak,Service Residence,3,2,2,808,Fully Furnished,Kuala Lumpur,9,3,Expensive
2009,1400,Sentul,Condominium,3,1,2,877,Partially Furnished,Kuala Lumpur,4,1,cheap
2010,1600,Maju,Condominium,3,2,3,1267,Partially Furnished,Kuala Lumpur,11,3,cheap
,1500,Setiawangsa,Apartment,3,,1,878,Partially Furnished,Kuala Lumpur,2,3,cheap
,1450,Jalil,Condominium,3,1,2,1040,Partially Furnished,Kuala Lumpur,10,2,cheap
2021,1400,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,11,3,Expensive
2021,1300,Cheras,Condominium,3,2,2,943,Partially Furnished,Kuala Lumpur,9,,cheap
2022,1600,Desa,Service Residence,3,2,2,1075,Partially Furnished,Kuala Lumpur,7,1,cheap
,1180,Jalil,Apartment,3,,2,916,Not Furnished,Kuala Lumpur,7,1,cheap
2021,1500,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,9,5,cheap
2021,1600,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,10,3,cheap
,1650,Setapak,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,8,1,cheap
,1300,Setapak,Condominium,3,1,2,800,Not Furnished,Kuala Lumpur,6,,cheap
,2200,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,9,3,Expensive
,1600,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,5,,cheap
,3200,Bintang,Service Residence,2,,2,1000,Fully Furnished,Kuala Lumpur,8,,Expensive
,2100,ParkCity,Condominium,3,,2,865,Fully Furnished,Kuala Lumpur,14,5,Expensive
,500,Cheras,Condominium,1,,1,130,Fully Furnished,Kuala Lumpur,6,2,cheap
2021,2700,Cheras,Service Residence,2,1,2,736,Fully Furnished,Kuala Lumpur,8,4,Expensive
2020,2800,Cheras,Service Residence,2,1,1,807,Fully Furnished,Kuala Lumpur,4,4,Expensive
2017,2350,Cheras,Service Residence,2,1,2,1168,Partially Furnished,Kuala Lumpur,11,3,Expensive
2016,2700,Puchong,Service Residence,3,2,2,1096,Fully Furnished,Kuala Lumpur,9,4,Expensive
,850,Kepong,Apartment,3,,2,650,Partially Furnished,Kuala Lumpur,,1,cheap
2017,1500,Besi,Condominium,2,1,2,855,Partially Furnished,Kuala Lumpur,13,2,Expensive
,2800,Cheras,Service Residence,1,1,1,650,Fully Furnished,Kuala Lumpur,4,4,Expensive
2017,1199,Sentul,Condominium,2,1,2,860,Partially Furnished,Kuala Lumpur,6,,cheap
2021,1450,Setapak,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,12,,cheap
2014,1600,Lama,Condominium,3,2,2,1313,Partially Furnished,Kuala Lumpur,8,,cheap
,1450,Setapak,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,5,,cheap
,1200,Cheras,Condominium,3,1,2,960,Partially Furnished,Kuala Lumpur,,,cheap
,1000,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,2,,cheap
2021,1100,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,12,1,cheap
2021,1800,Cheras,Condominium,3,2,2,1106,Partially Furnished,Kuala Lumpur,9,4,Expensive
,1600,Cheras,Condominium,3,2,2,1018,Partially Furnished,Kuala Lumpur,9,4,cheap
2021,1500,Cheras,Condominium,3,2,2,943,Partially Furnished,Kuala Lumpur,9,,cheap
2018,1499,Setapak,Condominium,3,1,2,969,Partially Furnished,Kuala Lumpur,8,,cheap
,1100,Cheras,Condominium,3,,3,988,Partially Furnished,Kuala Lumpur,8,2,cheap
2008,2650,KLCC,Service Residence,2,1,2,1047,Fully Furnished,Kuala Lumpur,4,4,Expensive
2021,2600,Cheras,Service Residence,2,1,2,736,Fully Furnished,Kuala Lumpur,14,4,Expensive
2011,2000,Petaling,Condominium,3,2,3,1300,Partially Furnished,Kuala Lumpur,,,Expensive
,800,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,2,,cheap
,1500,Road,Condominium,3,1,2,1257,Fully Furnished,Kuala Lumpur,7,,cheap
2017,2600,Sentul,Condominium,3,2,3,1300,Fully Furnished,Kuala Lumpur,,,Expensive
,1000,Kepong,Apartment,3,,2,750,Not Furnished,Kuala Lumpur,3,,cheap
,1500,KLCC,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,2,2,cheap
,1500,Setiawangsa,Apartment,3,,2,980,Partially Furnished,Kuala Lumpur,3,1,cheap
,1850,Maju,Condominium,3,1,2,700,Fully Furnished,Kuala Lumpur,2,,Expensive
2021,1800,Kepong,Service Residence,2,2,2,866,Partially Furnished,Kuala Lumpur,11,5,Expensive
2008,950,Cheras,Apartment,3,1,2,650,Partially Furnished,Kuala Lumpur,9,2,cheap
2021,2600,Segambut,Service Residence,2,1,2,883,Fully Furnished,Kuala Lumpur,11,,Expensive
2019,1000,Setapak,Condominium,1,2,1,301,Not Furnished,Kuala Lumpur,14,1,Expensive
,1400,OUG,Service Residence,3,1,2,950,Partially Furnished,Kuala Lumpur,10,2,cheap
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,Expensive
,1200,OUG,Service Residence,3,1,2,950,Partially Furnished,Kuala Lumpur,9,,cheap
,2000,Bangsar,Condominium,2,,2,700,Fully Furnished,Kuala Lumpur,10,5,Expensive
2009,1000,Kepong,Apartment,3,1,2,958,Not Furnished,Kuala Lumpur,8,2,cheap
,1250,OUG,Service Residence,3,1,2,900,Partially Furnished,Kuala Lumpur,10,2,cheap
,1200,Kepong,Condominium,3,,2,904,Partially Furnished,Kuala Lumpur,2,4,cheap
,1200,Ampang,Apartment,3,1,2,787,Not Furnished,Kuala Lumpur,8,,cheap
,1250,OUG,Service Residence,3,1,2,950,Partially Furnished,Kuala Lumpur,7,3,cheap
,1250,South,Apartment,3,,2,650,Partially Furnished,Kuala Lumpur,5,5,cheap
2013,1650,Melawati,Service Residence,3,1,2,980,Partially Furnished,Kuala Lumpur,14,3,cheap
2019,2100,Keramat,Condominium,3,2,2,1050,Fully Furnished,Kuala Lumpur,7,4,Expensive
,1350,Desa,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,6,2,cheap
2020,1799,Keramat,Condominium,3,2,2,1065,Partially Furnished,Kuala Lumpur,14,4,cheap
,1300,Ampang,Apartment,3,,2,860,Not Furnished,Kuala Lumpur,1,,cheap
2016,1750,Setapak,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,9,3,cheap
2017,1400,Cheras,Service Residence,3,2,2,1050,Partially Furnished,Kuala Lumpur,7,3,cheap
2018,1550,Ampang,Condominium,1,1,1,679,Fully Furnished,Kuala Lumpur,8,4,Expensive
,1400,Pandan,Apartment,3,,2,900,Partially Furnished,Kuala Lumpur,8,3,cheap
2022,2800,Setapak,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,7,4,Expensive
2021,1600,Cheras,Condominium,2,1,2,650,Not Furnished,Kuala Lumpur,12,3,Expensive
,950,Cheras,Apartment,3,,2,886,Not Furnished,Kuala Lumpur,2,2,cheap
,1100,Cheras,Apartment,3,,2,935,Partially Furnished,Kuala Lumpur,9,1,cheap
2006,1750,Sentul,Apartment,3,1,2,1065,Fully Furnished,Kuala Lumpur,5,4,cheap
,2000,Bangsar,Condominium,2,2,2,1066,Fully Furnished,Kuala Lumpur,10,,Expensive
2021,2800,Segambut,Service Residence,3,2,2,1033,Fully Furnished,Kuala Lumpur,12,4,Expensive
2017,1450,Setapak,Condominium,3,2,2,908,Partially Furnished,Kuala Lumpur,7,,cheap
2019,2299,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,,Expensive
,1200,Seputeh,Condominium,1,,1,600,Fully Furnished,Kuala Lumpur,7,,Expensive
2021,2480,Sentul,Service Residence,3,2,2,850,Fully Furnished,Kuala Lumpur,10,4,Expensive
,1730,Sentul,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,8,4,cheap
2018,1350,Setapak,Apartment,3,1,2,829,Not Furnished,Kuala Lumpur,8,,cheap
2017,1600,Setapak,Condominium,3,2,2,908,Partially Furnished,Kuala Lumpur,7,,cheap
2021,1400,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,8,3,cheap
2022,1488,Desa,Condominium,3,2,2,958,Partially Furnished,Kuala Lumpur,14,5,cheap
,1500,Cheras,Condominium,3,1,2,1134,Not Furnished,Kuala Lumpur,8,,cheap
,650,Cheras,Apartment,3,1,1,650,Not Furnished,Kuala Lumpur,3,1,cheap
,700,Cheras,Apartment,3,1,2,650,Not Furnished,Kuala Lumpur,2,,cheap
,2000,Ampang,Condominium,3,1,2,1118,Fully Furnished,Kuala Lumpur,14,2,Expensive
2017,1800,Segambut,Condominium,3,2,3,1298,Partially Furnished,Kuala Lumpur,7,,Expensive
2020,1700,Keramat,Condominium,3,2,2,926,Fully Furnished,Kuala Lumpur,10,4,cheap
2021,1400,Cheras,Service Residence,2,1,2,670,Partially Furnished,Kuala Lumpur,8,3,Expensive
2021,1000,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,11,3,cheap
,1000,Ipoh,Service Residence,1,,1,450,Fully Furnished,Kuala Lumpur,5,5,Expensive
2011,2200,Titiwangsa,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,14,4,Expensive
,1600,Setapak,Condominium,3,2,2,928,Partially Furnished,Kuala Lumpur,,,cheap
,1500,Setapak,Condominium,3,1,2,1018,Not Furnished,Kuala Lumpur,,,cheap
2013,1900,Cheras,Condominium,3,2,2,920,Fully Furnished,Kuala Lumpur,6,,Expensive
2008,1200,Ipoh,Condominium,3,1,2,1027,Not Furnished,Kuala Lumpur,13,2,cheap
,2200,Besi,Service Residence,2,1,2,888,Fully Furnished,Kuala Lumpur,10,4,Expensive
,2200,Maju,Service Residence,2,,3,819,Fully Furnished,Kuala Lumpur,10,3,Expensive
,1650,Setapak,Condominium,1,1,1,689,Fully Furnished,Kuala Lumpur,7,,Expensive
2022,1600,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,14,5,cheap
2002,1200,Cheras,Apartment,3,1,2,720,Partially Furnished,Kuala Lumpur,5,2,cheap
2015,1600,Ampang,Service Residence,1,1,1,640,Fully Furnished,Kuala Lumpur,8,4,Expensive
2015,2100,Ampang,Service Residence,2,1,2,1000,Fully Furnished,Kuala Lumpur,8,2,Expensive
2015,2200,Ampang,Service Residence,2,2,2,950,Fully Furnished,Kuala Lumpur,8,4,Expensive
2019,1900,Hilir,Service Residence,2,1,1,697,Fully Furnished,Kuala Lumpur,4,3,Expensive
,1000,Kepong,Apartment,3,1,2,837,Partially Furnished,Kuala Lumpur,6,,cheap
2020,3300,City,Apartment,3,1,2,950,Fully Furnished,Kuala Lumpur,10,,Expensive
,1300,Sentul,Condominium,3,1,2,1200,Not Furnished,Kuala Lumpur,4,1,cheap
,880,Cheras,Apartment,2,1,1,650,Fully Furnished,Kuala Lumpur,6,4,cheap
2022,1400,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,14,5,cheap
,1800,South,Apartment,3,1,2,940,Partially Furnished,Kuala Lumpur,7,3,Expensive
2021,2300,Damansara,Service Residence,1,1,1,751,Fully Furnished,Kuala Lumpur,11,1,Expensive
,850,Kepong,Apartment,3,,2,837,Partially Furnished,Kuala Lumpur,1,,cheap
,800,Kepong,Apartment,3,,2,837,Partially Furnished,Kuala Lumpur,,,cheap
,750,Kepong,Apartment,3,,2,720,Partially Furnished,Kuala Lumpur,6,,cheap
2021,1300,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,8,3,Expensive
,1400,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,14,5,cheap
2021,1688,Lama,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,14,5,cheap
2020,2200,Jalil,Condominium,3,2,3,1100,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1000,Kepong,Apartment,3,1,1,850,Partially Furnished,Kuala Lumpur,7,3,cheap
,2099,Cheras,Condominium,3,2,2,1003,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1000,Petaling,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,3,1,cheap
,1300,Sentul,Condominium,3,,2,870,Not Furnished,Kuala Lumpur,3,,cheap
2022,1688,Petaling,Service Residence,2,1,2,800,Partially Furnished,Kuala Lumpur,14,5,Expensive
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,7,5,Expensive
2016,2200,Petaling,Service Residence,3,1,2,900,Fully Furnished,Kuala Lumpur,14,5,Expensive
2019,1600,Cheras,Service Residence,2,1,2,668,Partially Furnished,Kuala Lumpur,11,2,Expensive
,1680,Setapak,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,3,5,cheap
2007,1800,Bintang,Service Residence,1,1,1,475,Fully Furnished,Kuala Lumpur,7,3,Expensive
,1400,Maju,Condominium,3,1,2,1140,Not Furnished,Kuala Lumpur,7,,cheap
,1300,Gombak,Apartment,3,1,2,950,Not Furnished,Kuala Lumpur,3,,cheap
,950,Maju,Apartment,2,,1,600,Not Furnished,Kuala Lumpur,5,,cheap
2021,1300,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,4,cheap
,1680,Setapak,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,4,4,cheap
2009,1200,Sentul,Condominium,3,1,2,877,Not Furnished,Kuala Lumpur,4,,cheap
,1200,Kepong,Apartment,3,1,2,955,Partially Furnished,Kuala Lumpur,9,2,cheap
2016,1800,Cheras,Condominium,2,1,2,900,Partially Furnished,Kuala Lumpur,9,2,Expensive
2021,1500,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,12,,cheap
2006,3300,Kiara,Condominium,3,2,3,1650,Fully Furnished,Kuala Lumpur,14,3,Expensive
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,Expensive
,1250,Cheras,Apartment,3,1,2,935,Not Furnished,Kuala Lumpur,8,2,cheap
2021,2000,Damansara,Condominium,1,1,1,607,Partially Furnished,Kuala Lumpur,11,,Expensive
,780,Kepong,Apartment,3,,2,655,Partially Furnished,Kuala Lumpur,3,1,cheap
,1400,Segambut,Apartment,3,,2,1007,Partially Furnished,Kuala Lumpur,5,2,cheap
,1500,Seputeh,Apartment,2,1,2,970,Partially Furnished,Kuala Lumpur,5,2,Expensive
2019,2200,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1300,Petaling,Condominium,3,1,2,950,Partially Furnished,Kuala Lumpur,8,2,cheap
,1500,Setapak,Condominium,3,1,2,1336,Partially Furnished,Kuala Lumpur,6,3,cheap
2025,2300,Cheras,Condominium,3,2,2,893,Fully Furnished,Kuala Lumpur,9,4,Expensive
,2300,Cheras,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,10,3,Expensive
2021,2199,Kepong,Apartment,2,1,2,866,Fully Furnished,Kuala Lumpur,11,,Expensive
2022,2300,Setapak,Service Residence,3,2,2,1000,Fully Furnished,Kuala Lumpur,,,Expensive
2013,3200,Ampang,Condominium,2,1,3,1432,Fully Furnished,Kuala Lumpur,10,5,Expensive
,900,Ipoh,Apartment,3,,2,850,Not Furnished,Kuala Lumpur,2,1,cheap
,1500,Setapak,Condominium,3,1,2,1231,Partially Furnished,Kuala Lumpur,4,4,cheap
2016,2200,Road,Condominium,2,1,2,704,Fully Furnished,Kuala Lumpur,7,4,Expensive
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,7,4,Expensive
,900,Kepong,Apartment,3,,2,950,Partially Furnished,Kuala Lumpur,5,1,cheap
,1200,City,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,7,2,cheap
2005,1800,Sentul,Condominium,2,1,2,900,Fully Furnished,Kuala Lumpur,9,4,Expensive
2017,2000,Maju,Apartment,3,2,2,770,Fully Furnished,Kuala Lumpur,6,3,Expensive
2013,3400,Kepong,Condominium,3,2,3,1380,Partially Furnished,Kuala Lumpur,13,5,Expensive
,1600,Hartamas,Service Residence,1,1,1,780,Partially Furnished,Kuala Lumpur,6,2,Expensive
,1000,Maju,Apartment,2,1,1,600,Not Furnished,Kuala Lumpur,4,1,cheap
2005,2100,Sentul,Condominium,3,1,3,1089,Fully Furnished,Kuala Lumpur,9,4,Expensive
,1500,Setapak,Apartment,3,1,2,850,Not Furnished,Kuala Lumpur,,2,cheap
2020,1100,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,6,2,cheap
,1680,Setapak,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,3,,cheap
,1100,Jalil,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,4,2,cheap
2007,1500,Segambut,Condominium,3,1,2,1162,Partially Furnished,Kuala Lumpur,9,,cheap
,1650,Setapak,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,,,cheap
,1200,Kepong,Apartment,3,1,2,955,Not Furnished,Kuala Lumpur,5,,cheap
,1800,City,Service Residence,1,1,1,850,Fully Furnished,Kuala Lumpur,11,5,Expensive
,1400,Maju,Apartment,3,1,2,1140,Not Furnished,Kuala Lumpur,7,2,cheap
2019,1800,Ipoh,Service Residence,3,2,2,934,Partially Furnished,Kuala Lumpur,10,,Expensive
,1500,Indah,Apartment,3,1,2,1000,Fully Furnished,Kuala Lumpur,5,4,cheap
,1500,Hartamas,Apartment,1,,1,590,Fully Furnished,Kuala Lumpur,,,Expensive
