completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,nearby_ktm_lrt
2023,2600,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,14,3,yes
2017,1700,Setapak,Condominium,3,2,2,1200,Partially Furnished,Kuala Lumpur,7,,
,1500,Setapak,Condominium,3,1,2,700,Partially Furnished,Kuala Lumpur,10,,
,1500,Setapak,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,7,2,yes
,2500,Maju,Service Residence,3,2,4,1518,Partially Furnished,Kuala Lumpur,9,3,yes
,1500,Setapak,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,7,2,yes
,1500,Maju,Condominium,3,1,2,700,Partially Furnished,Kuala Lumpur,,,
2016,4800,KLCC,Condominium,3,1,4,1717,Fully Furnished,Kuala Lumpur,10,4,yes
2014,1799,Setapak,Condominium,4,2,3,1362,Partially Furnished,Kuala Lumpur,,,
,1550,Setapak,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,6,3,yes
2021,1000,Cheras,Service Residence,3,,2,819,Partially Furnished,Kuala Lumpur,12,3,yes
2019,4600,Kiara,Condominium,3,2,2,1548,Fully Furnished,Kuala Lumpur,11,3,no
,1250,Setapak,Apartment,3,1,2,1100,Partially Furnished,Kuala Lumpur,11,4,yes
,1500,Pandan,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,10,3,no
,1700,Pudu,Condominium,3,1,2,860,Partially Furnished,Kuala Lumpur,12,4,yes
,1900,South,Condominium,3,1,2,1150,Partially Furnished,Kuala Lumpur,10,4,yes
,2100,Ismail,Condominium,3,1,2,1384,Partially Furnished,Kuala Lumpur,14,4,yes
2023,2300,Cheras,Condominium,3,3,2,850,Fully Furnished,Kuala Lumpur,10,4,yes
2007,1250,Lama,Apartment,3,,2,1043,Partially Furnished,Kuala Lumpur,6,1,no
,800,Kepong,Apartment,3,,2,700,Partially Furnished,Kuala Lumpur,3,2,yes
,1250,Kepong,Apartment,2,,1,750,Fully Furnished,Kuala Lumpur,4,3,no
,1450,Setapak,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,2,yes
2007,1800,Setapak,Condominium,3,1,2,1125,Fully Furnished,Kuala Lumpur,9,4,yes
,1650,Setapak,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,3,yes
,1750,Setapak,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,4,yes
,650,Road,Apartment,3,,1,750,Not Furnished,Kuala Lumpur,2,,
,700,Cheras,Flat,2,,1,570,Not Furnished,Kuala Lumpur,1,,
,1600,Menjalara,Condominium,3,2,2,1180,Fully Furnished,Kuala Lumpur,9,3,no
,450,Setapak,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,9,3,yes
,880,Setapak,Flat,3,,2,800,Fully Furnished,Kuala Lumpur,,4,yes
,1800,South,Condominium,3,,2,1097,Partially Furnished,Kuala Lumpur,7,3,no
,1000,Kepong,Apartment,3,1,1,850,Partially Furnished,Kuala Lumpur,7,3,no
2017,3500,Cheras,Service Residence,2,1,2,1121,Fully Furnished,Kuala Lumpur,5,4,yes
,1400,Sentul,Condominium,3,2,2,1010,Fully Furnished,Kuala Lumpur,7,5,yes
,2500,Maju,Condominium,4,2,2,1784,Not Furnished,Kuala Lumpur,10,,
2006,1700,Sentul,Apartment,3,1,2,1065,Fully Furnished,Kuala Lumpur,5,4,yes
2021,2500,Sentul,Service Residence,3,1,2,850,Fully Furnished,Kuala Lumpur,8,2,no
,2950,Kiara,Service Residence,3,2,2,940,Fully Furnished,Kuala Lumpur,8,3,no
2021,2400,Sentul,Service Residence,4,2,2,1001,Partially Furnished,Kuala Lumpur,10,1,no
2022,1800,Setapak,Condominium,3,2,2,1000,Fully Furnished,Kuala Lumpur,12,5,yes
2000,1300,Jalil,Condominium,2,,2,837,Fully Furnished,Kuala Lumpur,9,5,yes
,1100,South,Flat,3,,1,750,Not Furnished,Kuala Lumpur,,2,yes
2014,1800,Sentul,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,12,2,no
2017,2200,Setapak,Condominium,1,1,1,700,Fully Furnished,Kuala Lumpur,6,,
2021,2000,Setapak,Apartment,4,2,2,950,Fully Furnished,Kuala Lumpur,8,2,no
2021,999,Cheras,Service Residence,2,,2,650,Partially Furnished,Kuala Lumpur,8,2,yes
2015,800,Kepong,Apartment,3,,2,700,Partially Furnished,Kuala Lumpur,2,2,no
2021,1900,Setapak,Condominium,4,2,2,950,Partially Furnished,Kuala Lumpur,9,,
,650,Cheras,Apartment,3,1,1,700,Not Furnished,Kuala Lumpur,,2,yes
2018,1300,Kepong,Condominium,4,1,2,1000,Fully Furnished,Kuala Lumpur,,,
,1600,Kepong,Condominium,5,,2,1500,Fully Furnished,Kuala Lumpur,6,1,no
,800,Jalil,Apartment,3,,2,650,Partially Furnished,Kuala Lumpur,5,,
,650,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,,1,no
,3600,Maju,Service Residence,3,2,4,1518,Fully Furnished,Kuala Lumpur,8,4,yes
2007,1800,Setapak,Condominium,3,1,2,1076,Fully Furnished,Kuala Lumpur,6,2,no
2019,1900,Perdana,Apartment,2,1,2,678,Fully Furnished,Kuala Lumpur,13,4,yes
2017,3400,Sentul,Condominium,3,3,3,1186,Fully Furnished,Kuala Lumpur,,,
2013,650,Setapak,Condominium,4,2,2,1200,Fully Furnished,Kuala Lumpur,14,5,yes
2021,1600,Cheras,Service Residence,2,,2,670,Partially Furnished,Kuala Lumpur,6,1,no
,600,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,4,1,no
2019,1900,Besi,Condominium,3,2,2,1216,Partially Furnished,Kuala Lumpur,7,2,no
,1500,Setapak,Service Residence,3,1,2,850,Not Furnished,Kuala Lumpur,10,2,no
2000,1050,Jalil,Apartment,3,,2,878,Partially Furnished,Kuala Lumpur,5,3,yes
2015,2400,Ampang,Condominium,3,1,2,1060,Fully Furnished,Kuala Lumpur,5,2,no
,1100,Cheras,Apartment,3,,2,625,Not Furnished,Kuala Lumpur,,1,no
,2800,Hartamas,Service Residence,3,1,3,1000,Fully Furnished,Kuala Lumpur,9,2,no
2023,1800,Cheras,Condominium,3,2,2,850,Partially Furnished,Kuala Lumpur,10,3,yes
2018,2000,Jalil,Condominium,3,2,3,1325,Partially Furnished,Kuala Lumpur,10,2,no
2006,1750,Sentul,Apartment,3,1,2,1065,Fully Furnished,Kuala Lumpur,7,,
,1800,Jalil,Apartment,4,1,2,1434,Fully Furnished,Kuala Lumpur,,,
2004,645,Kepong,Apartment,3,,2,850,Fully Furnished,Kuala Lumpur,6,5,yes
2021,1250,Jalil,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,6,1,no
,3500,City,Condominium,2,2,2,865,Fully Furnished,Kuala Lumpur,11,5,yes
2019,1700,Setapak,Apartment,3,2,2,928,Partially Furnished,Kuala Lumpur,9,3,yes
,2200,Petaling,Service Residence,3,2,2,958,Partially Furnished,Kuala Lumpur,10,2,no
2018,3000,Melawati,Service Residence,3,1,2,1376,Fully Furnished,Kuala Lumpur,7,,
2022,2200,Kiara,Service Residence,1,,1,636,Fully Furnished,Kuala Lumpur,9,5,yes
,800,Maju,Flat,2,,1,550,Partially Furnished,Kuala Lumpur,1,,
,1000,Kepong,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,4,2,no
,1200,City,Apartment,3,1,2,805,Partially Furnished,Kuala Lumpur,9,1,no
2007,1800,Kuching,Service Residence,3,1,2,1300,Partially Furnished,Kuala Lumpur,10,1,no
,1100,Setapak,Apartment,3,,1,653,Fully Furnished,Kuala Lumpur,7,1,no
,1900,South,Apartment,3,1,2,1200,Partially Furnished,Kuala Lumpur,14,4,yes
1994,3500,Kiara,Condominium,3,,2,1280,Fully Furnished,Kuala Lumpur,8,3,no
2018,1600,Ampang,Service Residence,2,1,2,589,Fully Furnished,Kuala Lumpur,8,3,no
2018,2500,Ampang,Service Residence,4,1,2,890,Fully Furnished,Kuala Lumpur,4,3,no
2012,1500,Kepong,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,5,1,no
2018,1600,Ipoh,Service Residence,2,1,2,904,Partially Furnished,Kuala Lumpur,,,
2020,1100,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,6,3,yes
2020,1100,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,6,2,yes
,1200,Kepong,Condominium,3,1,2,1001,Partially Furnished,Kuala Lumpur,6,3,no
2020,1400,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,6,3,yes
2010,2350,Pantai,Studio,1,1,2,870,Fully Furnished,Kuala Lumpur,10,4,yes
2015,1600,Ampang,Service Residence,1,1,1,520,Fully Furnished,Kuala Lumpur,8,4,yes
1999,1350,Cheras,Condominium,3,1,2,920,Partially Furnished,Kuala Lumpur,7,,
,1800,Pudu,Condominium,3,1,2,864,Fully Furnished,Kuala Lumpur,9,5,yes
,1350,Cheras,Condominium,3,1,2,967,Partially Furnished,Kuala Lumpur,7,,
2019,2000,Keramat,Condominium,3,3,2,1050,Partially Furnished,Kuala Lumpur,7,4,yes
2019,2250,Keramat,Condominium,3,2,2,1050,Fully Furnished,Kuala Lumpur,7,4,yes
2019,3500,Petaling,Condominium,3,2,2,1400,Fully Furnished,Kuala Lumpur,10,4,yes
,1300,Ampang,Condominium,4,1,2,1100,Partially Furnished,Kuala Lumpur,11,,
,1600,Setapak,Service Residence,3,1,2,926,Partially Furnished,Kuala Lumpur,7,2,no
1995,1500,Petaling,Condominium,3,1,2,1141,Fully Furnished,Kuala Lumpur,8,4,yes
,3000,Dutamas,Condominium,3,1,2,1474,Fully Furnished,Kuala Lumpur,7,4,yes
2020,1100,Kepong,Apartment,3,1,2,932,Partially Furnished,Kuala Lumpur,1,,
2019,1700,Kepong,Service Residence,3,2,2,958,Not Furnished,Kuala Lumpur,,,
2021,1650,City,Service Residence,2,,2,695,Fully Furnished,Kuala Lumpur,8,2,yes
2009,1800,Dutamas,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,11,2,no
,1500,Jalil,Condominium,3,1,2,1222,Fully Furnished,Kuala Lumpur,9,4,yes
1996,1400,Cheras,Condominium,3,1,2,1100,Not Furnished,Kuala Lumpur,7,,
2020,1300,Pantai,Apartment,3,1,2,810,Not Furnished,Kuala Lumpur,7,,
,1600,Jalil,Condominium,3,1,2,1206,Fully Furnished,Kuala Lumpur,11,4,yes
2020,1900,Sentul,Service Residence,2,1,2,743,Fully Furnished,Kuala Lumpur,12,4,yes
2017,1700,Sentul,Service Residence,3,2,2,1009,Partially Furnished,Kuala Lumpur,8,2,no
2006,1600,Sentul,Apartment,3,,2,1065,Fully Furnished,Kuala Lumpur,5,2,yes
2016,2700,Puchong,Service Residence,3,2,2,1096,Fully Furnished,Kuala Lumpur,9,5,yes
,1800,South,Apartment,3,,2,940,Not Furnished,Kuala Lumpur,5,,
,1400,Setiawangsa,Apartment,3,,1,878,Partially Furnished,Kuala Lumpur,3,1,no
,1500,Jalil,Condominium,4,1,2,1465,Fully Furnished,Kuala Lumpur,14,5,yes
,1150,Jalil,Condominium,2,1,1,750,Partially Furnished,Kuala Lumpur,14,5,yes
,1300,South,Apartment,2,1,2,600,Not Furnished,Kuala Lumpur,5,,
,850,Lama,Apartment,2,,2,600,Not Furnished,Kuala Lumpur,1,1,no
,700,Road,Flat,2,,1,600,Not Furnished,Kuala Lumpur,1,,
2022,1700,Petaling,Service Residence,3,,2,900,Partially Furnished,Kuala Lumpur,7,2,yes
,1700,Bangsar,Apartment,3,1,2,700,Not Furnished,Kuala Lumpur,6,,
2005,1400,Maju,Condominium,3,1,2,1150,Partially Furnished,Kuala Lumpur,7,,
2018,3000,Melawati,Service Residence,3,,2,1376,Fully Furnished,Kuala Lumpur,6,,
2022,2200,Setapak,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,14,5,yes
2022,2800,Setapak,Condominium,4,3,2,1100,Partially Furnished,Kuala Lumpur,14,5,yes
2022,2100,Setapak,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,14,5,yes
,1300,Cheras,Apartment,3,2,2,1000,Partially Furnished,Kuala Lumpur,5,3,yes
,2000,Jalil,Condominium,4,1,2,1000,Fully Furnished,Kuala Lumpur,11,4,yes
,900,Setapak,Flat,2,,1,700,Not Furnished,Kuala Lumpur,,,
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,11,3,no
,1250,Ampang,Condominium,3,,2,950,Partially Furnished,Kuala Lumpur,,,
2017,1000,Cheras,Service Residence,1,,1,750,Partially Furnished,Kuala Lumpur,4,2,no
2017,1800,Road,Service Residence,3,1,2,953,Partially Furnished,Kuala Lumpur,9,3,no
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,9,3,no
2018,1500,Seputeh,Studio,1,1,1,505,Fully Furnished,Kuala Lumpur,11,3,no
2021,1300,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,11,,
2017,2500,Setapak,Condominium,3,2,3,1433,Partially Furnished,Kuala Lumpur,14,5,yes
,3300,Besi,Service Residence,3,1,4,1250,Fully Furnished,Kuala Lumpur,12,4,yes
2021,1800,Kepong,Apartment,3,,2,978,Partially Furnished,Kuala Lumpur,10,5,yes
,2000,Ampang,Service Residence,2,,2,950,Fully Furnished,Kuala Lumpur,8,,
,2400,Pandan,Service Residence,2,,2,1410,Partially Furnished,Kuala Lumpur,4,,
,2600,Road,Service Residence,2,1,3,1108,Fully Furnished,Kuala Lumpur,9,4,yes
,1200,Setapak,Condominium,3,1,2,1300,Partially Furnished,Kuala Lumpur,6,1,no
,1400,South,Apartment,3,,2,750,Not Furnished,Kuala Lumpur,6,,
,1800,Jalil,Condominium,3,,2,825,Fully Furnished,Kuala Lumpur,7,4,yes
,3200,Brickfields,Condominium,3,1,2,1500,Fully Furnished,Kuala Lumpur,9,4,yes
2021,600,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,8,4,no
,1250,Cheras,Condominium,2,1,2,1100,Fully Furnished,Kuala Lumpur,8,4,yes
,900,Sentul,Flat,3,,1,678,Not Furnished,Kuala Lumpur,4,1,yes
,1300,City,Apartment,3,1,2,805,Partially Furnished,Kuala Lumpur,10,3,yes
2009,1500,Setapak,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,12,,
2008,3800,Sentral,Condominium,3,,2,1500,Fully Furnished,Kuala Lumpur,14,5,yes
,1200,Jalil,Apartment,3,,2,800,Partially Furnished,Kuala Lumpur,4,3,yes
2015,3000,Jalil,Condominium,3,2,2,1170,Fully Furnished,Kuala Lumpur,11,3,no
,1200,Setapak,Apartment,3,,2,900,Not Furnished,Kuala Lumpur,,,
2005,1400,Cheras,Condominium,3,1,2,950,Fully Furnished,Kuala Lumpur,14,3,no
,1500,Setiawangsa,Apartment,3,1,1,878,Partially Furnished,Kuala Lumpur,2,,
,1399,Pandan,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,5,2,no
2016,1450,Setapak,Service Residence,3,1,2,923,Partially Furnished,Kuala Lumpur,6,2,no
,2500,Titiwangsa,Condominium,3,1,2,1600,Partially Furnished,Kuala Lumpur,7,2,no
,900,Cheras,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,3,1,yes
,1800,Setapak,Apartment,3,1,2,880,Partially Furnished,Kuala Lumpur,5,2,yes
2017,1999,South,Service Residence,2,1,1,648,Partially Furnished,Kuala Lumpur,7,3,yes
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,
2005,1700,Maju,Condominium,3,1,2,1150,Partially Furnished,Kuala Lumpur,8,3,yes
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,
,1600,ParkCity,Condominium,3,1,2,862,Partially Furnished,Kuala Lumpur,7,3,no
,2300,Segambut,Service Residence,2,2,2,1000,Partially Furnished,Kuala Lumpur,11,3,no
,4000,KLCC,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,12,4,yes
2021,1500,Cheras,Service Residence,2,1,2,650,Fully Furnished,Kuala Lumpur,8,4,yes
,950,Ampang,Flat,2,,1,505,Partially Furnished,Kuala Lumpur,,2,yes
2017,1400,Sentul,Service Residence,3,2,2,1009,Partially Furnished,Kuala Lumpur,8,1,no
2019,1800,Setapak,Apartment,3,1,2,930,Partially Furnished,Kuala Lumpur,6,1,no
2012,1650,Hartamas,Service Residence,1,1,1,500,Fully Furnished,Kuala Lumpur,,,
2016,1180,Setapak,Service Residence,2,1,2,558,Partially Furnished,Kuala Lumpur,6,2,no
,1200,Road,Condominium,2,1,2,840,Fully Furnished,Kuala Lumpur,7,,
2007,2550,Kiara,Condominium,3,1,2,1050,Fully Furnished,Kuala Lumpur,4,,
2002,1200,Cheras,Apartment,3,,2,740,Partially Furnished,Kuala Lumpur,7,2,yes
,2600,Dutamas,Condominium,2,1,3,1474,Fully Furnished,Kuala Lumpur,,5,yes
,750,Jinjang,Apartment,3,1,2,904,Not Furnished,Kuala Lumpur,,,
,3000,Kiara,Service Residence,2,2,2,886,Fully Furnished,Kuala Lumpur,,3,no
,1400,Maju,Condominium,3,1,2,1140,Not Furnished,Kuala Lumpur,6,,
2021,2200,Damansara,Condominium,1,1,1,499,Fully Furnished,Kuala Lumpur,11,,
,1650,Setapak,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,,,
2012,2000,Ismail,Service Residence,1,1,1,800,Fully Furnished,Kuala Lumpur,9,4,yes
2017,2600,Ipoh,Condominium,3,2,2,1359,Fully Furnished,Kuala Lumpur,,,
2018,1200,Kepong,Condominium,4,1,2,1100,Partially Furnished,Kuala Lumpur,2,2,no
2021,1300,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,8,1,no
2021,1700,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,14,4,yes
2017,2450,Road,Service Residence,2,1,2,780,Fully Furnished,Kuala Lumpur,6,3,no
,1400,Cheras,Condominium,3,,2,1152,Partially Furnished,Kuala Lumpur,10,3,yes
,1300,Sentul,Condominium,3,1,2,870,Not Furnished,Kuala Lumpur,3,,
,1700,Setapak,Condominium,3,2,2,950,Fully Furnished,Kuala Lumpur,12,5,yes
,1450,Maju,Condominium,4,1,2,850,Partially Furnished,Kuala Lumpur,10,5,yes
,1650,Setapak,Condominium,4,1,2,1272,Partially Furnished,Kuala Lumpur,10,2,no
2006,1600,Setapak,Condominium,4,1,2,1272,Fully Furnished,Kuala Lumpur,13,4,yes
,1200,OUG,Service Residence,3,1,2,950,Not Furnished,Kuala Lumpur,7,,
2018,1600,Sentul,Service Residence,1,1,1,609,Partially Furnished,Kuala Lumpur,5,4,yes
2022,3300,Kiara,Service Residence,2,1,2,958,Partially Furnished,Kuala Lumpur,4,,
1993,2150,Bangsar,Condominium,2,2,2,1400,Partially Furnished,Kuala Lumpur,,,
2021,2500,Sentul,Service Residence,3,,2,850,Fully Furnished,Kuala Lumpur,,,
,1502,Cheras,Condominium,3,1,2,852,Partially Furnished,Kuala Lumpur,10,3,yes
,1501,Cheras,Condominium,3,1,2,851,Partially Furnished,Kuala Lumpur,10,3,yes
2016,1500,Besi,Service Residence,3,2,2,1130,Partially Furnished,Kuala Lumpur,10,2,no
2021,1500,Lama,Condominium,3,1,3,850,Partially Furnished,Kuala Lumpur,7,3,yes
2020,2450,Maju,Condominium,4,2,2,1000,Fully Furnished,Kuala Lumpur,,,
,2300,Setapak,Condominium,3,2,2,1000,Partially Furnished,Kuala Lumpur,6,2,no
2018,1550,Ampang,Service Residence,1,1,1,679,Fully Furnished,Kuala Lumpur,14,3,no
2011,3600,KLCC,Condominium,3,2,3,1259,Fully Furnished,Kuala Lumpur,9,4,yes
1997,1700,Desa,Service Residence,3,1,2,935,Partially Furnished,Kuala Lumpur,9,2,no
2016,1500,Besi,Service Residence,2,2,2,872,Partially Furnished,Kuala Lumpur,10,2,no
2015,1500,Besi,Apartment,2,2,2,872,Partially Furnished,Kuala Lumpur,10,3,no
,2900,Besi,Service Residence,2,2,2,1317,Fully Furnished,Kuala Lumpur,9,3,no
,900,Maju,Flat,2,1,1,530,Not Furnished,Kuala Lumpur,1,,
1997,2000,Desa,Service Residence,3,1,2,935,Fully Furnished,Kuala Lumpur,8,3,no
2019,700,Segambut,Condominium,6,,3,20,Fully Furnished,Kuala Lumpur,11,5,yes
2021,1300,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,1,no
2022,1250,Kiara,Service Residence,1,,1,300,Fully Furnished,Kuala Lumpur,9,4,no
2021,1300,Setapak,Condominium,3,,2,800,Not Furnished,Kuala Lumpur,12,,
,1250,Cheras,Condominium,4,1,2,1238,Partially Furnished,Kuala Lumpur,14,2,no
,1300,Road,Service Residence,1,1,2,775,Partially Furnished,Kuala Lumpur,9,1,no
,1400,Desa,Service Residence,3,1,2,715,Partially Furnished,Kuala Lumpur,9,2,no
1997,1700,Desa,Service Residence,3,1,2,935,Partially Furnished,Kuala Lumpur,10,3,no
2016,1850,Setapak,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,6,4,yes
2021,1550,Kepong,Service Residence,3,1,2,916,Partially Furnished,Kuala Lumpur,11,3,yes
2021,1400,Cheras,Service Residence,2,1,2,670,Partially Furnished,Kuala Lumpur,10,2,yes
,1600,Setapak,Apartment,3,,2,850,Partially Furnished,Kuala Lumpur,,,
2021,1600,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,10,3,yes
2015,1900,Sentul,Condominium,3,2,2,1300,Fully Furnished,Kuala Lumpur,,2,no
,2300,ParkCity,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,2,2,no
1997,1500,Desa,Condominium,3,1,2,918,Fully Furnished,Kuala Lumpur,9,,
,1000,Kepong,Apartment,2,1,2,850,Partially Furnished,Kuala Lumpur,5,2,no
2007,1500,Bintang,Service Residence,1,,1,325,Fully Furnished,Kuala Lumpur,7,4,yes
,900,Kepong,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,8,2,no
,1300,Cheras,Condominium,1,2,1,526,Partially Furnished,Kuala Lumpur,7,3,yes
,1300,Kepong,Apartment,3,,2,958,Fully Furnished,Kuala Lumpur,5,4,yes
2020,1900,Sentul,Apartment,2,1,2,743,Fully Furnished,Kuala Lumpur,8,3,no
,2500,Setapak,Service Residence,3,2,2,808,Fully Furnished,Kuala Lumpur,9,3,no
2009,1400,Sentul,Condominium,3,1,2,877,Partially Furnished,Kuala Lumpur,4,1,no
2010,1600,Maju,Condominium,3,2,3,1267,Partially Furnished,Kuala Lumpur,11,3,yes
,700,Cheras,Flat,2,1,1,665,Partially Furnished,Kuala Lumpur,4,,
,1500,Setiawangsa,Apartment,3,,1,878,Partially Furnished,Kuala Lumpur,2,3,yes
,1450,Jalil,Condominium,3,1,2,1040,Partially Furnished,Kuala Lumpur,10,2,yes
2021,1400,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,11,3,yes
2007,1800,Setapak,Condominium,3,,2,1076,Fully Furnished,Kuala Lumpur,,,
2021,1300,Cheras,Condominium,3,2,2,943,Partially Furnished,Kuala Lumpur,9,,
2022,1600,Desa,Service Residence,3,2,2,1075,Partially Furnished,Kuala Lumpur,7,1,no
,1180,Jalil,Apartment,3,,2,916,Not Furnished,Kuala Lumpur,7,1,no
2021,1500,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,9,5,yes
2021,1600,Cheras,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,10,3,yes
,1650,Setapak,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,8,1,no
,1300,Setapak,Condominium,3,1,2,800,Not Furnished,Kuala Lumpur,6,,
,2200,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,9,3,no
,1600,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,5,,
,3200,Bintang,Service Residence,2,,2,1000,Fully Furnished,Kuala Lumpur,8,,
,2100,ParkCity,Condominium,3,,2,865,Fully Furnished,Kuala Lumpur,14,5,yes
2009,2500,KLCC,Service Residence,1,,1,722,Fully Furnished,Kuala Lumpur,4,2,no
,500,Cheras,Condominium,1,,1,130,Fully Furnished,Kuala Lumpur,6,2,no
2021,2700,Cheras,Service Residence,2,1,2,736,Fully Furnished,Kuala Lumpur,8,4,yes
2020,2800,Cheras,Service Residence,2,1,1,807,Fully Furnished,Kuala Lumpur,4,4,yes
,350,OUG,Service Residence,1,,1,300,Fully Furnished,Kuala Lumpur,7,2,no
2017,2350,Cheras,Service Residence,2,1,2,1168,Partially Furnished,Kuala Lumpur,11,3,yes
,1100,Maju,Flat,2,,1,550,Not Furnished,Kuala Lumpur,,1,yes
2016,2700,Puchong,Service Residence,3,2,2,1096,Fully Furnished,Kuala Lumpur,9,4,yes
,850,Kepong,Apartment,3,,2,650,Partially Furnished,Kuala Lumpur,,1,no
2017,1500,Besi,Condominium,2,1,2,855,Partially Furnished,Kuala Lumpur,13,2,no
,2800,Cheras,Service Residence,1,1,1,650,Fully Furnished,Kuala Lumpur,4,4,yes
2014,1800,Setapak,Condominium,4,2,3,1362,Partially Furnished,Kuala Lumpur,,,
2017,1199,Sentul,Condominium,2,1,2,860,Partially Furnished,Kuala Lumpur,6,,
2021,1450,Setapak,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,12,,
2014,1600,Lama,Condominium,3,2,2,1313,Partially Furnished,Kuala Lumpur,8,,
,1450,Setapak,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,5,,
,1200,Cheras,Condominium,3,1,2,960,Partially Furnished,Kuala Lumpur,,,
,329999,Kepong,Service Residence,4,1,2,920,Partially Furnished,Kuala Lumpur,9,,
,1000,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,2,,
2021,1100,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,12,1,yes
2021,1800,Cheras,Condominium,3,2,2,1106,Partially Furnished,Kuala Lumpur,9,4,yes
,1600,Cheras,Condominium,3,2,2,1018,Partially Furnished,Kuala Lumpur,9,4,yes
2021,1500,Cheras,Condominium,3,2,2,943,Partially Furnished,Kuala Lumpur,9,,
2018,1499,Setapak,Condominium,3,1,2,969,Partially Furnished,Kuala Lumpur,8,,
,1100,Cheras,Condominium,3,,3,988,Partially Furnished,Kuala Lumpur,8,2,yes
2008,2650,KLCC,Service Residence,2,1,2,1047,Fully Furnished,Kuala Lumpur,4,4,yes
,3650,Centre,Service Residence,2,1,2,1098,Fully Furnished,Kuala Lumpur,10,4,yes
,3500,Keramat,Service Residence,2,1,2,775,Fully Furnished,Kuala Lumpur,,4,yes
,3600,Keramat,Condominium,2,1,2,1098,Fully Furnished,Kuala Lumpur,,,
2021,2600,Cheras,Service Residence,2,1,2,736,Fully Furnished,Kuala Lumpur,14,4,yes
1993,1700,Bangsar,Condominium,1,1,1,678,Partially Furnished,Kuala Lumpur,10,3,no
2011,2000,Petaling,Condominium,3,2,3,1300,Partially Furnished,Kuala Lumpur,,,
